cycle,volume_transactions,nb_anomalies_passees,controle_interne_score,complexite_si,digitalisation,dso,rotation_stocks,marge_brute,historique_audit,risque
tresorerie,3649,5,0.9054527743540427,4,0.47025316720034493,59.967427750838866,4.891986794504939,0.32051029824506516,1,modere
tresorerie,4297,2,0.919372856271939,1,0.6880696700767839,77.94575886343492,6.009156112375314,0.18788891160096322,3,faible
tresorerie,7109,0,0.7269373689194767,4,0.6642053284495086,77.00172242984706,6.640957239166194,0.41693554235586927,1,faible
tresorerie,6767,4,0.7378233258501429,2,0.6111584602511023,49.52664799880993,4.172282313781291,0.34086428607881064,2,eleve
stocks,2422,1,0.8891520964870011,2,0.5147745702420663,29.591606902835856,4.833857305918266,0.26528580298355703,4,faible
paie,9928,3,0.723498033490561,3,0.47321435549683616,63.80867816021578,3.4825553580279403,0.25495816458605713,0,modere
achats,4190,4,0.6371383141084531,3,0.3723165189927552,45.06724867959186,5.174476841612314,0.259313737905999,4,modere
tresorerie,7060,1,0.7059008690166194,4,0.4770504091221822,62.874972017985804,6.9370173632765555,0.3043965202778243,4,eleve
ventes,3104,3,0.9089752955751208,3,0.7137630023100375,86.91059707103798,5.20228568289163,0.15409929935298622,2,eleve
tresorerie,5236,2,0.7079982502643208,3,0.8795651484247987,68.74984031742196,7.326650800017063,0.42180228047196433,2,modere
ventes,429,2,0.5995926198019671,3,0.8502198684484636,85.92511418443459,6.903563320647248,0.40346733973054555,2,modere
ventes,3740,3,0.7220503073927645,3,0.629084603234976,39.77040397966859,7.9153956706265,0.28325116484595414,3,modere
tresorerie,8082,1,0.7984334706303646,2,0.8794588121363274,81.74911477361384,5.258464864054154,0.2595350517129841,1,faible
stocks,4207,5,0.7804380242358547,3,0.5386364744278439,93.53195863303333,3.935139650285055,0.2976822295215139,0,faible
ventes,1441,7,0.7829235922107414,2,0.34179066349698584,61.286440134160515,6.242467045511914,0.31465618255865396,2,modere
ventes,8507,1,0.5759983481299854,2,0.9841748838420552,106.44106787395378,4.254194006296981,0.2699903303914582,0,modere
tresorerie,438,1,0.8155155349837685,1,0.706561657291354,42.851375765427896,6.179703278649285,0.39990850599828964,0,faible
ventes,5995,0,0.7042698908818433,2,0.2930738498920159,47.22332260481096,3.674393386232718,0.1575891828991434,0,faible
ventes,2808,3,0.5932313248795817,2,0.9118097157274724,72.99871100856937,3.3431882960715913,0.22880638300652634,2,eleve
tresorerie,1850,3,0.8143227570478049,3,0.4513155029782432,61.08931089660377,7.432891966994967,0.3775241991864059,2,modere
tresorerie,5704,6,0.6319541726624853,2,0.49482354845497334,45.141853344375434,2.974851138371358,0.332427654247887,1,modere
achats,2521,3,0.463855397716667,4,0.804276627816641,72.38208153231535,7.0444955575520645,0.2320458749591623,2,faible
stocks,7219,4,0.5499096428334517,3,0.872341422731339,67.11083026664787,6.1720619403188905,0.34004684666970303,2,eleve
stocks,9001,3,0.6727544600429375,3,0.3998521943117473,48.274466469355026,5.188595135117536,0.22070395549135724,0,eleve
ventes,5419,3,0.7867453423166918,3,0.8941981524053557,63.78103252088745,1.21471029513074,0.2689884169220774,1,faible
stocks,6709,3,0.5703895071867863,1,0.7748473592818882,75.18051041261852,7.971318243694876,0.4043718945542453,4,eleve
ventes,5487,1,0.6639006309343698,3,0.44005023761227174,47.83082427002976,3.130320662855177,0.39330835770651806,2,modere
achats,4093,1,0.5175089152505412,2,0.550818747143299,70.33991619281775,6.90630724375835,0.3288236757763924,2,modere
tresorerie,8780,5,0.8473049374359716,4,0.9032271793147115,42.65913544957306,3.618118396912213,0.19488509627467332,4,eleve
tresorerie,8144,3,0.9575996670933327,3,0.28788767947834126,46.52351238050306,3.4576735745630334,0.26223448499052304,0,eleve
tresorerie,8338,3,0.9413923786732481,3,0.8761428751784437,82.23174626440554,6.337232223825861,0.30964656428093734,1,modere
stocks,4973,2,0.8447469325729207,4,0.769281425567305,72.27492586212861,6.076930073555463,0.4455421388065267,0,modere
achats,4906,0,0.8293764935680392,3,0.7018281524541399,22.26324983784552,2.7098049056126157,0.12176305663572942,3,modere
stocks,8692,4,0.3892180713395196,1,0.6263391377142015,52.51550749914932,7.873518241075586,0.21278559531001406,2,modere
stocks,6013,4,0.7265759848330158,2,0.9940275964924956,69.7939354918632,4.587908669247853,0.4128603392122176,3,modere
achats,7224,3,0.6255861064510138,4,1.0,62.777312343766766,5.137857334078719,0.4360167077793996,2,modere
achats,3257,4,0.8320699541567351,4,0.47695404999646906,72.36408490367904,4.405844752067441,0.2930286262722199,3,eleve
achats,490,2,0.3193603186478007,1,0.7224409574463334,62.31963319564593,2.7944721779449004,0.45384007412232436,4,modere
achats,4530,4,0.7289451554155267,2,0.9748752994355664,57.34804653041334,6.470448922870142,0.226662884557857,2,faible
tresorerie,8920,2,0.6678334324251396,1,0.4429910837999979,56.736757283255166,5.579101390056411,0.14907605959363804,2,modere
paie,7786,1,0.8677644899397106,2,0.6486279148623754,81.82358627189072,3.389830311108381,0.3790230275679128,3,modere
paie,4332,3,0.9321980580512107,1,0.8007750884564983,73.89879172861247,6.8882666598865185,0.42947049096121936,1,faible
achats,8107,5,0.5606730974480847,3,0.19702131901178616,68.09487607490924,5.109673882508012,0.4278029191982128,3,modere
paie,1621,4,0.5674434346154777,1,0.7657110457395778,61.776661978015554,5.152754033220139,0.21365553937874215,2,faible
paie,9118,2,0.734574493181757,4,0.3823135953179204,49.02362617239563,8.553037382182282,0.3199379862819001,2,modere
achats,1600,5,0.9600644037282312,4,0.6384662729911336,53.86492671676922,1.7840004169660695,0.38398180469600435,1,modere
paie,6837,4,0.7090217015924524,4,0.8288689701783637,81.29342248873755,1.7575921808580977,0.3300977713231695,0,eleve
stocks,3394,6,0.5081257876968504,1,0.12216386081201419,79.41004989072432,2.207989868319121,0.4446356709146143,1,modere
ventes,5185,1,0.609119733075506,4,0.7571717775487792,47.02855140609133,5.727266466323065,0.2594954142798723,0,modere
ventes,2519,1,0.7303996246695192,4,1.0,61.99839695449802,4.281912833999445,0.29293841896784906,2,modere
achats,9226,8,0.7360303642845933,3,0.4933398000668272,69.9693464522813,4.440907095212162,0.3236190461505497,4,eleve
tresorerie,3142,1,0.5943868546611439,3,0.7153380293568248,68.66368822813327,3.115167176766695,0.3832554139236201,4,eleve
achats,4597,5,0.6061313959330566,2,0.8670572661398777,68.50965366126863,8.330502547643396,0.2805540268798197,3,modere
tresorerie,1566,3,0.5527648008165402,2,0.28141099035800515,37.75850363246528,9.002035940145772,0.3927434143933409,1,faible
ventes,3661,4,0.8711756775780692,2,0.7514739517067506,36.57031822904379,6.797809125563074,0.4604624708054947,1,faible
achats,714,3,0.5747837231059916,1,0.8047532465195562,83.40389486722626,1.9854286543111428,0.24819288475983287,4,eleve
stocks,5492,1,0.6302808694122574,2,0.7277240439873534,90.18050397783709,4.0262062850215505,0.28353406202900966,0,faible
paie,7793,1,0.6260120625214071,1,0.6173245384410243,30.369577219130864,6.654922269239433,0.3967759591776154,1,faible
tresorerie,9474,3,0.45910641287269127,1,0.3999174436387747,59.44479726710673,4.908341304477238,0.4927528374137076,0,eleve
paie,3323,1,0.5704877042773276,2,0.8782846707072487,76.28101594666644,6.8044408911351635,0.36359592853811207,0,faible
paie,7238,4,0.8842206398929807,2,0.6069007130463315,15.924429924805104,7.495630745156658,0.22137637299657853,0,faible
achats,2767,0,0.5186068237313908,1,0.41922391747528087,38.533242838419106,8.814391453384404,0.31981722697231174,0,faible
paie,8080,3,0.5554536547260448,3,0.5363948339170862,58.1560595574574,3.690269682687947,0.39601933517654914,3,eleve
stocks,230,5,0.5001181339331111,4,0.6736770982669353,48.05522687883568,5.162569894063268,0.21874314326271266,3,eleve
paie,3083,2,0.6864082659653108,4,0.28776300862315785,64.18287002291098,4.118473376404469,0.19216197966606918,4,eleve
achats,4378,3,0.9828215081899434,4,0.6035860705168234,89.40964055367377,0.9984355200732029,0.2655016983443711,3,eleve
stocks,7226,3,0.6800958667709393,3,0.5166245565884021,42.944047449735336,6.403175462114399,0.3659633548438592,1,modere
ventes,8330,1,0.7100143188031585,1,0.8672052962731978,61.00545782630749,6.1268836025028195,0.16307857541579476,3,faible
paie,7794,3,0.5806829146199517,2,0.22502188054245414,53.10407754011634,3.906347693789309,0.2306921212328427,1,eleve
achats,6740,4,0.6907572932811591,1,0.7877515285004968,62.727306161462785,1.8038890161422096,0.327365988514734,1,eleve
ventes,5568,2,0.8843575459521423,1,0.883418965120503,60.11600238232188,4.231753481980999,0.40905187536488163,0,faible
ventes,1020,0,0.721436408145726,2,0.23258227257042746,112.74396398265085,6.462253310022226,0.3290210743095435,4,faible
tresorerie,7664,5,1.0,3,0.25656350283858487,89.79154917695159,7.674665760228847,0.33746847839326904,0,modere
stocks,8784,4,0.8889219568458536,4,0.9571800093132958,28.381289587255367,3.574842674265345,0.40049217190497605,0,faible
paie,9423,3,0.68705254818326,4,0.41912559027941343,41.99730474054983,7.215392705315122,0.4597257810476312,3,eleve
achats,8602,3,0.6841318186611827,1,1.0,44.44285483582772,6.244941832377492,0.4485511886865473,3,faible
tresorerie,9030,3,0.9446384706435447,3,0.23883199289596668,35.314490317443976,5.826468161569337,0.0958638403932022,1,faible
stocks,3341,4,0.7205988363782843,4,0.634009480997424,32.63274038421731,2.4128957085135774,0.3098057912467877,3,eleve
tresorerie,645,3,0.9113382340407584,3,0.5953212525494564,56.432671506104356,2.499809046853587,0.3912515864418087,3,eleve
stocks,4446,4,1.0,2,0.5583608464870086,45.206248719767174,3.338428073799177,0.46997867310212404,2,faible
stocks,3910,2,0.6693670948263836,1,0.6925924721411565,42.184126670680705,4.3472249640800555,0.3640986611185234,1,faible
paie,7306,2,0.7527933048902523,1,0.7041292849458135,100.40947954185593,8.601492138472238,0.21408137021395485,1,eleve
stocks,9105,2,0.8470006276849569,3,0.5664682034741791,46.58244758480639,3.6755297991989275,0.22729871315630878,2,eleve
tresorerie,2132,3,0.8151250058533779,4,0.39716521123454585,51.13664544373598,6.542502828502423,0.23009682390705838,1,modere
stocks,8536,4,0.8140736099380752,3,0.8095520728482759,74.8291297398523,4.070473523769326,0.33075188812506084,4,eleve
paie,371,5,0.4999789259233397,2,0.7256105326165673,51.069430558511726,5.945414625738691,0.2520177948375546,4,modere
paie,3611,6,0.5727374907757301,4,0.6229167381232148,36.68652979096594,4.8740376684243225,0.0,2,eleve
tresorerie,1871,2,0.6257099468588219,4,0.7192734964834718,54.841205922965386,5.354046257987566,0.1821710986071562,3,eleve
ventes,9554,2,0.8821631205203013,3,0.753788290018226,100.17466845792205,5.739229591800033,0.25557508784808713,4,eleve
ventes,4461,2,0.514693763930967,2,0.44765359130373594,50.37115819470151,4.50108538925977,0.16375175100784561,2,modere
stocks,7169,5,0.9284840060768258,4,0.7121360746963612,41.764665283403005,5.748928081394317,0.17864705519091978,4,modere
achats,1020,6,0.8169751171118024,1,0.48939285489633144,68.40460661698043,7.467831657173348,0.5050970630490695,0,modere
stocks,8290,5,0.8731345337084161,2,0.76040667131736,53.88171024680058,3.4917691692853823,0.2991378105835603,2,modere
tresorerie,3530,0,0.5605700384132501,4,0.5615200827153537,114.77988255346091,7.371731645865123,0.26138852906215077,1,faible
tresorerie,4535,0,0.7108453544035195,3,0.722343914736344,44.262060965467995,4.469593988719382,0.3667343427725371,4,modere
tresorerie,3860,2,0.7448414179196974,4,0.5132409400580954,94.674614404201,4.258015398790752,0.41460694226503847,1,modere
tresorerie,2150,0,0.738245050303404,1,0.7327404871875346,83.2677909977809,6.399118722722147,0.5240615664455086,2,faible
tresorerie,1265,5,0.7443486101270076,2,0.40424615417679827,52.373093937562125,4.317681633783542,0.47053730180301084,4,eleve
paie,8667,4,0.6585210279407332,4,0.6072337759726925,59.92969410687206,5.638338501129834,0.34348088296250046,1,eleve
ventes,2133,4,0.7202810621595489,1,0.7961265030219867,39.40240282910976,5.45149581522265,0.1467192099656794,3,modere
tresorerie,6567,0,0.855034593259778,4,0.693440931449185,49.23116940753975,0.8330256294357934,0.19975176185930105,3,modere
achats,245,3,0.5250231537338664,4,0.6384057466898423,52.23108340795331,5.835170164206864,0.2598141553325186,0,modere
achats,4488,3,0.9320575178358105,2,0.9607122679301279,63.157070620209126,2.1177965973350563,0.3506563205069399,2,modere
achats,7932,4,0.8472848434552671,3,0.8047273736977844,31.746397480518745,2.2702368504684998,0.3094316521278431,1,faible
achats,8723,1,0.5552197160975,3,0.7711079898506255,66.22969340672584,5.732927491124953,0.1526973261421551,0,modere
paie,8996,1,0.7575754065182982,1,0.731605555783301,57.08263157406704,6.073179534632561,0.13482489723294822,2,faible
achats,8273,4,0.8352248164237066,1,0.7565393744493328,67.96215602025666,7.410098913677813,0.32590080535837396,3,eleve
tresorerie,2732,3,0.5147060014171474,1,0.9314204021104329,70.94613284488717,2.821264824871489,0.3120040550349421,1,faible
stocks,4594,6,0.7062967650064901,2,0.516466262455801,55.4812911228843,3.517441991448531,0.279012313238849,4,eleve
achats,8156,2,0.688222704874749,3,0.8018807930550483,69.76395553782572,5.928731587688713,0.34829260540400925,3,modere
paie,7611,2,0.6031629186239658,1,0.6712975777549551,58.256476771481374,7.448554918711464,0.4246812460894594,4,faible
paie,9255,3,0.7138535255146019,1,0.5233764925732013,74.86945978856131,5.384349584126357,0.33100689366658237,4,eleve
achats,1928,5,0.6099570136055814,4,0.5800549793917441,66.32251632719448,3.2440021015240577,0.2058349645202403,1,eleve
stocks,9230,5,0.9061460603456105,4,0.6438309363092687,63.62083002292083,8.012834047162302,0.4915219635669948,1,faible
achats,4905,3,0.6060033518008885,1,0.4280119864661155,57.95108047731868,4.475266939537835,0.2823691517376661,4,eleve
paie,906,4,0.8187968410019737,4,0.7728025551000893,85.91631825900025,4.537598749472189,0.3049997632927527,0,eleve
ventes,9755,6,0.4516920418569753,4,0.5794297151821922,68.10370458590046,2.1283052215831932,0.2346341961673703,4,eleve
tresorerie,7586,1,0.6757285294225057,4,0.6169858324485347,33.57075054002802,6.448175349893083,0.1925586451336717,4,eleve
paie,8302,4,0.7018466736027038,2,0.8714405099855613,50.560984614722386,6.705211178761179,0.200700564642827,1,faible
achats,1968,2,0.6708563424076703,1,0.6259496410453604,55.42830383346328,3.5883379732197103,0.17872057529314414,2,eleve
tresorerie,7978,1,0.6405522554206913,1,0.910533688884221,59.97753679388388,8.502414118111329,0.0,3,faible
achats,5790,6,0.5998727461982316,4,0.4950370982209712,63.53414702453014,3.825743225555309,0.2843740274476565,1,eleve
achats,7927,4,0.8131811170022354,2,0.3805860322410698,41.11566571446377,6.250508957592124,0.4102348855495763,0,faible
ventes,5529,2,0.8499186782643069,4,0.5420013706110234,58.6400427917015,5.447298410584419,0.2015687566573302,3,faible
tresorerie,9176,3,0.6876758671215024,2,0.03705706010163734,53.7175730549026,0.948887610078951,0.5559487889452724,1,eleve
tresorerie,3664,7,0.535504373796754,1,0.7811523504941886,81.6948848550792,6.087806967089667,0.4386377807280607,1,faible
ventes,1489,2,0.9690923997080241,4,0.39222029174250095,40.098433813574474,5.9082492923405106,0.29817761655292785,2,modere
paie,7374,2,0.5680303850638179,1,0.476460915710746,59.652427999836675,1.4672346721104392,0.18889181782887166,0,faible
achats,924,3,0.48108666122752786,2,0.7432557123241854,46.292297753190795,8.050666547399086,0.1402902118720376,0,faible
stocks,2365,0,0.39810671252203444,3,0.6238242195835781,97.25991831039586,5.916376859722889,0.2886316324810896,1,modere
achats,1036,4,0.714917784536899,2,0.5118909083839759,85.13227205306961,7.478802266842601,0.3068120646848799,2,faible
achats,6502,6,0.6673875421727145,3,0.1926915254956461,27.15284169218804,1.5677855744577487,0.27956128858735574,1,eleve
paie,3945,4,0.8546434973719509,1,0.8601616059794388,44.07572629828525,4.179135407435336,0.4069323120292642,4,faible
achats,1896,1,0.791662684516832,1,0.7446160066952928,77.41846584135439,7.3612050120029995,0.449708209624022,4,modere
ventes,8345,3,0.7435301836877556,4,1.0,69.14566096086403,1.8634172880715898,0.3472673891553523,2,eleve
ventes,7314,1,0.6592949206805875,3,0.4807240328019186,68.51863565292628,4.237779690292012,0.3526465973254551,1,modere
tresorerie,826,2,0.8664965908296499,2,0.30910994712439843,63.817054115191794,5.813003145121187,0.26844447378077035,2,faible
stocks,2836,2,0.9801084852628799,1,0.7989510570528847,79.02399770135827,1.2108393404824636,0.2995081924933375,1,faible
achats,2013,2,0.8513468798694855,3,0.5623880165199298,75.61953208794918,2.3572204866717943,0.341163345340735,1,modere
achats,9888,4,0.6304702553726185,2,0.7256339718137912,54.18887720560999,7.764168469995161,0.26832618372338685,4,eleve
paie,7757,7,0.8172348330823263,3,0.9239830574653112,36.01483000146146,5.119589212580317,0.36608471707994494,3,eleve
ventes,2566,1,0.6396865411799177,2,0.6776306192928353,26.198694776137053,7.353400187318754,0.19438242847622117,0,faible
stocks,9141,5,0.5342399026210038,2,0.6334597801091066,57.927225495257986,5.364191191789696,0.22677977147001735,0,modere
tresorerie,7412,4,0.5651441406817082,2,0.646000557261118,23.20196671512479,9.911792873989691,0.19530869036562143,2,modere
ventes,8294,4,0.6462732393793381,2,0.272550362807067,65.01993447350819,5.877464566390689,0.23313778860245338,0,eleve
tresorerie,8006,5,0.7155939518445316,3,0.8216076418966094,53.8393692376518,7.539557880869799,0.27127157747099967,4,eleve
paie,4976,4,1.0,3,0.8344172324498325,98.87822072922877,4.507827127019385,0.4029091136687324,3,eleve
paie,7387,5,0.5677465786582199,4,0.7061140049925048,66.86258544984614,5.421459216836677,0.3041432181956992,1,eleve
achats,992,5,0.8985232734536992,3,0.2969190730138337,59.41549640875363,6.28374155485805,0.1715692268214915,1,modere
stocks,4775,3,0.6524110672461146,3,0.5757702349725973,27.67660560539342,6.615612917090613,0.15980395327597738,4,faible
tresorerie,2033,6,0.3975422518831984,4,0.8877051550785707,34.753578293679915,4.9220181272279495,0.2584002471082406,0,eleve
ventes,1480,6,0.6241410995604493,3,0.4868492674053064,73.62708284532539,5.005488779383896,0.38344010299778986,1,faible
paie,1390,4,0.8765045489751535,2,0.836850610382732,53.73806678021867,6.003839516080999,0.440297694479464,0,faible
achats,1740,5,0.7517004278993853,1,0.6110192985313707,110.70751496079001,6.002526244300413,0.1409235003063807,4,eleve
achats,7590,3,0.7606676797995935,1,0.7425007679031921,58.338974103294774,2.949883204821921,0.33723524644700587,1,faible
tresorerie,9279,0,0.899275601326657,4,0.5175717174350434,63.378445602775074,5.449922303365474,0.2598127538524075,2,modere
paie,1318,0,0.5445495566596408,3,0.6168761763291333,33.66206037044144,5.64154785339682,0.26757792150764836,3,faible
stocks,5116,7,0.5422374354861624,3,0.6873430496337756,78.94863131030631,3.04736368539369,0.19357581210904728,0,eleve
paie,6981,3,0.3604407086055364,4,0.3833532052211631,41.48558225168446,6.81185366581739,0.27799367525470897,0,eleve
tresorerie,9647,8,0.8315623106864176,1,0.6547826257958023,70.48824163821375,5.825489246443914,0.1890820540113038,0,modere
tresorerie,9852,2,0.7843726350444404,2,0.062294940040627744,76.23586628341258,9.661298626938287,0.2734149076515646,0,faible
paie,9710,4,0.8085949779386671,3,0.47969964263564546,61.90386518136052,4.947972975191231,0.41482578425845407,4,modere
tresorerie,1054,3,0.5225483163914829,4,0.7087766028727558,95.13941871274606,7.27222216806543,0.3631237519989367,4,eleve
paie,9275,5,0.459362656612022,2,0.8240525841101123,47.78593856699501,6.078251143061773,0.4913751610688979,4,eleve
ventes,7391,2,0.5020572537350001,4,0.6945504283598456,93.51080426243097,8.842879053106573,0.35263572297019974,4,eleve
paie,1074,0,0.5616141591461943,4,0.3219366452338064,34.58107962800196,3.0600384851287887,0.3174518069496808,1,eleve
paie,4233,1,0.9330938363369281,4,0.8065716257731163,75.98056983759272,4.009371990399751,0.35528956075123846,4,modere
tresorerie,5470,4,0.8500190085673752,1,0.37217005369545314,57.151730374170874,3.1285850970614977,0.22242018305846928,1,eleve
tresorerie,4072,5,0.631266903906952,1,0.7228397102848702,45.83734817773464,4.84416478952028,0.09139716512392554,2,modere
achats,5395,4,0.7448877989889977,4,0.37883325108142835,26.774425025359676,2.750551383584997,0.37961711514640717,4,eleve
achats,9205,3,0.5982456630778391,3,0.4453587591275685,54.78661712166375,1.9478321854895744,0.12046709152629326,2,eleve
ventes,8328,4,0.7546419641172485,2,0.4087301728139035,53.523698396385896,0.7331529935624559,0.41216010552975824,4,modere
achats,3120,7,0.5292856393387002,3,0.6277917178563439,63.45812445908916,0.6050607820065643,0.3750813743341816,2,eleve
paie,9087,2,0.8125377168960897,1,0.5608930972750868,74.49629952621478,6.312783381124294,0.21504788542895598,3,eleve
tresorerie,4136,1,0.572544505362341,2,0.7017818875261383,43.8306765378931,4.089123500654526,0.2563910336877738,2,faible
achats,5168,4,0.8208872542814735,4,0.5962730322653784,95.165353623412,2.5324958782094726,0.2988461393875866,1,eleve
achats,5333,2,0.6358865637708486,3,0.2964253092825922,49.22930575388764,3.681840736575462,0.2077828682579662,0,modere
ventes,9616,5,0.5814886069602588,3,0.655162493619595,72.043879580548,3.94419410592171,0.3540520189348971,2,eleve
ventes,417,0,0.9419495075874484,4,0.24756686991342608,61.80334766526567,3.0707995796855645,0.3628669781582193,0,faible
paie,2496,4,0.7265419277340648,3,0.42322920139019937,56.02580572688836,8.211100988474545,0.15570385598532624,3,modere
tresorerie,2262,1,0.6516727943427163,1,0.5272173335841996,60.801143645300634,7.833657805628546,0.21768909928844862,3,faible
ventes,2845,3,0.8137267462526896,4,0.5133593185620711,41.19424963658791,8.17697969722388,0.2963193154026972,1,faible
achats,1691,0,0.4990013395637672,3,0.27051746789879483,52.248677348551375,5.358392775376223,0.41405803309703904,1,faible
tresorerie,6283,2,0.8660295383890537,4,0.8742319107076384,33.20489493407701,5.560928973878339,0.36522849956480286,2,modere
tresorerie,4030,2,0.6790832940387326,2,0.9296005580113399,49.01459327759461,3.694771885230066,0.06690816984740125,4,modere
